,hhcode,idc,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province,age,sex,marital_status,subprovince code
63026,3122002108.0,5,yes,8.0,no,,rural,3,6,female,unmarried,3122
63031,3122002109.0,3,no,15.0,no,,rural,3,14,male,unmarried,3122
63037,3122002112.0,3,yes,13.0,yes,,rural,3,9,male,unmarried,3122
63038,3122002112.0,4,no,13.0,no,,rural,3,7,female,unmarried,3122
63039,3122002112.0,5,no,9.0,no,,rural,3,5,female,unmarried,3122
63043,3122002203.0,3,yes,4.0,yes,,rural,3,13,male,unmarried,3122
63044,3122002203.0,4,yes,14.0,yes,,rural,3,11,female,unmarried,3122
63045,3122002203.0,5,no,14.0,no,,rural,3,9,female,unmarried,3122
63046,3122002203.0,7,no,2.0,no,,rural,3,5,male,unmarried,3122
63057,3122002207.0,3,yes,12.0,no,,rural,3,8,female,unmarried,3122
63058,3122002207.0,4,no,8.0,no,,rural,3,6,female,unmarried,3122
63064,3122002208.0,3,yes,20.0,yes,,rural,3,13,male,unmarried,3122
63065,3122002208.0,4,yes,20.0,yes,,rural,3,11,male,unmarried,3122
63072,3122002210.0,2,no,2.0,no,,rural,3,12,female,unmarried,3122
63079,3122002212.0,3,yes,0.0,yes,,rural,3,9,female,unmarried,3122
63084,3122002301.0,3,no,12.0,no,6.0,rural,3,12,male,unmarried,3122
63085,3122002301.0,4,no,13.0,no,6.0,rural,3,7,female,unmarried,3122
63086,3122002301.0,5,no,10.0,no,,rural,3,5,female,unmarried,3122
63089,3122002302.0,3,no,10.0,no,6.0,rural,3,9,female,unmarried,3122
63090,3122002302.0,4,yes,14.0,yes,,rural,3,7,male,unmarried,3122
63091,3122002302.0,5,yes,,yes,,rural,3,5,male,unmarried,3122
63095,3122002303.0,3,no,14.0,no,6.0,rural,3,15,male,unmarried,3122
63099,3122002304.0,4,yes,12.0,no,6.0,rural,3,15,male,unmarried,3122
63100,3122002304.0,5,yes,13.0,no,,rural,3,12,female,unmarried,3122
63107,3122002305.0,5,no,6.0,no,6.0,rural,3,15,female,unmarried,3122
63108,3122002305.0,6,no,0.0,no,6.0,rural,3,13,female,unmarried,3122
63109,3122002305.0,7,no,13.0,no,6.0,rural,3,11,male,unmarried,3122
63110,3122002305.0,8,no,,no,,rural,3,9,male,unmarried,3122
63111,3122002305.0,9,yes,10.0,no,,rural,3,7,male,unmarried,3122
63116,3122002306.0,4,no,12.0,no,,rural,3,12,female,unmarried,3122
63117,3122002306.0,5,no,13.0,no,,rural,3,10,male,unmarried,3122
63118,3122002306.0,6,no,12.0,no,,rural,3,7,male,unmarried,3122
63133,3122002311.0,6,no,8.0,no,6.0,rural,3,14,male,unmarried,3122
63134,3122002311.0,7,no,14.0,no,6.0,rural,3,9,female,unmarried,3122
63135,3122002311.0,8,no,14.0,no,,rural,3,7,female,unmarried,3122
63140,3122002312.0,5,no,10.0,no,6.0,rural,3,15,male,unmarried,3122
63141,3122002312.0,6,no,10.0,no,,rural,3,13,male,unmarried,3122
63142,3122002312.0,7,no,13.0,no,,rural,3,10,male,unmarried,3122
63146,3122002401.0,4,yes,0.0,yes,,rural,3,14,male,unmarried,3122
63147,3122002401.0,5,yes,20.0,no,,rural,3,12,female,unmarried,3122
63148,3122002401.0,6,yes,12.0,yes,,rural,3,11,male,unmarried,3122
63149,3122002401.0,7,yes,10.0,yes,,rural,3,9,male,unmarried,3122
63150,3122002401.0,8,yes,8.0,yes,,rural,3,7,male,unmarried,3122
63159,3122002403.0,4,yes,,yes,,rural,3,14,female,unmarried,3122
63160,3122002403.0,5,yes,10.0,no,,rural,3,10,female,unmarried,3122
63161,3122002403.0,6,yes,7.0,no,,rural,3,8,female,unmarried,3122
63162,3122002403.0,7,yes,10.0,yes,,rural,3,7,female,unmarried,3122
63166,3122002404.0,3,no,6.0,no,,rural,3,14,male,unmarried,3122
63167,3122002404.0,4,no,12.0,no,,rural,3,9,female,unmarried,3122
63168,3122002404.0,5,no,12.0,no,6.0,rural,3,6,female,unmarried,3122
63169,3122002404.0,6,no,10.0,no,6.0,rural,3,5,female,unmarried,3122
63173,3122002405.0,3,no,2.0,no,,rural,3,14,male,unmarried,3122
63174,3122002405.0,4,no,0.0,no,16.0,rural,3,12,female,unmarried,3122
63175,3122002405.0,5,no,,no,16.0,rural,3,10,female,unmarried,3122
63186,3122002408.0,3,yes,10.0,yes,,rural,3,12,male,unmarried,3122
63187,3122002408.0,4,no,10.0,no,,rural,3,8,male,unmarried,3122
63188,3122002408.0,5,no,,no,,rural,3,6,male,unmarried,3122
63195,3122002409.0,5,no,,no,6.0,rural,3,7,male,unmarried,3122
63196,3122002409.0,6,no,,no,,rural,3,5,female,unmarried,3122
63201,3122002410.0,4,no,9.0,no,6.0,rural,3,13,female,unmarried,3122
63202,3122002410.0,5,no,,no,,rural,3,11,male,unmarried,3122
63203,3122002410.0,6,yes,10.0,yes,,rural,3,6,male,unmarried,3122
63209,3122002411.0,5,no,0.0,no,,rural,3,15,female,unmarried,3122
63210,3122002411.0,6,no,0.0,no,,rural,3,13,female,unmarried,3122
63211,3122002411.0,7,yes,14.0,yes,,rural,3,11,female,unmarried,3122
63212,3122002411.0,8,yes,13.0,yes,,rural,3,10,male,unmarried,3122
63213,3122002411.0,9,yes,4.0,yes,,rural,3,9,male,unmarried,3122
63219,3122002412.0,5,no,14.0,no,,rural,3,15,female,unmarried,3122
63220,3122002412.0,6,no,13.0,no,,rural,3,13,male,unmarried,3122
63221,3122002412.0,7,no,9.0,no,,rural,3,10,male,unmarried,3122
63222,3122002412.0,8,no,7.0,no,,rural,3,8,male,unmarried,3122
63228,3122002501.0,6,no,15.0,no,,rural,3,14,male,unmarried,3122
63229,3122002501.0,8,yes,12.0,no,,rural,3,8,female,unmarried,3122
63230,3122002501.0,9,no,13.0,no,,rural,3,5,male,unmarried,3122
63236,3122002503.0,3,no,13.0,no,,rural,3,12,female,unmarried,3122
63237,3122002503.0,4,no,16.0,no,,rural,3,6,male,unmarried,3122
63242,3122002504.0,3,no,12.0,no,,rural,3,6,male,unmarried,3122
63246,3122002505.0,3,yes,13.0,yes,,rural,3,7,female,unmarried,3122
63252,3122002506.0,5,no,13.0,no,,rural,3,6,female,unmarried,3122
63255,3122002507.0,3,no,15.0,no,,rural,3,12,female,unmarried,3122
63256,3122002507.0,4,yes,10.0,yes,,rural,3,10,female,unmarried,3122
63257,3122002507.0,5,yes,4.0,yes,,rural,3,8,male,unmarried,3122
63258,3122002507.0,6,no,12.0,no,,rural,3,6,male,unmarried,3122
63262,3122002508.0,4,no,,no,,rural,3,7,female,unmarried,3122
63266,3122002509.0,3,yes,13.0,yes,,rural,3,7,female,unmarried,3122
63267,3122002509.0,4,no,14.0,no,,rural,3,5,female,unmarried,3122
63276,3122002511.0,5,no,10.0,no,,rural,3,10,male,unmarried,3122
63277,3122002511.0,6,yes,7.0,no,,rural,3,8,female,unmarried,3122
63278,3122002511.0,7,no,6.0,no,,rural,3,6,female,unmarried,3122
63287,3122002601.0,4,yes,0.0,yes,,rural,3,14,male,unmarried,3122
63288,3122002601.0,5,yes,16.0,yes,,rural,3,12,female,unmarried,3122
63289,3122002601.0,6,yes,14.0,yes,,rural,3,11,female,unmarried,3122
63290,3122002601.0,7,no,14.0,no,,rural,3,9,female,unmarried,3122
63297,3122002603.0,5,yes,6.0,yes,,rural,3,14,male,unmarried,3122
63301,3122002604.0,4,yes,14.0,yes,,rural,3,15,male,unmarried,3122
63305,3122002605.0,4,no,13.0,no,,rural,3,13,male,unmarried,3122
63306,3122002605.0,5,no,12.0,no,6.0,rural,3,10,male,unmarried,3122
63307,3122002605.0,6,yes,14.0,yes,,rural,3,8,female,unmarried,3122
63308,3122002605.0,7,no,14.0,no,,rural,3,5,male,unmarried,3122
63312,3122002606.0,3,yes,15.0,yes,,rural,3,9,female,unmarried,3122
63313,3122002606.0,4,yes,12.0,yes,,rural,3,7,male,unmarried,3122
63314,3122002606.0,5,no,5.0,no,,rural,3,5,female,unmarried,3122
63317,3122002607.0,3,yes,14.0,yes,,rural,3,9,male,unmarried,3122
63318,3122002607.0,4,yes,12.0,yes,,rural,3,6,female,unmarried,3122
63338,3122002610.0,5,no,13.0,no,,rural,3,6,female,unmarried,3122
63344,3122002611.0,5,no,0.0,no,,rural,3,15,male,unmarried,3122
63345,3122002611.0,6,no,12.0,no,,rural,3,10,male,unmarried,3122
63349,3122002612.0,4,yes,12.0,yes,,rural,3,15,female,unmarried,3122
63350,3122002612.0,5,no,5.0,no,,rural,3,14,male,unmarried,3122
63353,3122002701.0,3,no,3.0,no,6.0,rural,3,10,male,unmarried,3122
63354,3122002701.0,4,no,0.0,no,11.0,rural,3,8,female,unmarried,3122
63357,3122002701.0,7,no,6.0,no,,rural,3,10,male,unmarried,3122
63360,3122002702.0,3,no,10.0,no,,rural,3,6,male,unmarried,3122
63365,3122002703.0,3,no,5.0,no,6.0,rural,3,6,male,unmarried,3122
63371,3122002704.0,4,no,10.0,no,,rural,3,13,female,unmarried,3122
63376,3122002706.0,3,yes,8.0,no,6.0,rural,3,8,female,unmarried,3122
63377,3122002706.0,4,yes,12.0,no,6.0,rural,3,5,female,unmarried,3122
63383,3122002707.0,3,yes,,no,,rural,3,12,male,unmarried,3122
63386,3122002708.0,3,no,11.0,no,,rural,3,8,male,unmarried,3122
63387,3122002708.0,4,no,11.0,no,6.0,rural,3,5,female,unmarried,3122
63393,3122002709.0,5,yes,,yes,,rural,3,12,male,unmarried,3122
63397,3122002710.0,3,no,,no,16.0,rural,3,7,male,unmarried,3122
63398,3122002710.0,4,yes,10.0,yes,,rural,3,5,male,unmarried,3122
63404,3122002711.0,4,no,8.0,no,,rural,3,13,female,unmarried,3122
63405,3122002711.0,5,no,1.0,no,6.0,rural,3,11,male,unmarried,3122
63406,3122002711.0,6,no,8.0,no,6.0,rural,3,10,male,unmarried,3122
63407,3122002711.0,7,yes,14.0,yes,,rural,3,8,female,unmarried,3122
63412,3122002712.0,5,yes,10.0,yes,,rural,3,14,female,unmarried,3122
63413,3122002712.0,6,no,10.0,no,,rural,3,12,male,unmarried,3122
63414,3122002712.0,7,yes,5.0,yes,,rural,3,9,male,unmarried,3122
63418,3131000501.0,4,no,2.0,no,,urban,3,6,male,unmarried,3131
63419,3131000501.0,5,no,8.0,no,,urban,3,5,male,unmarried,3131
63427,3131000504.0,3,yes,,yes,,urban,3,9,female,unmarried,3131
63428,3131000504.0,4,no,5.0,no,,urban,3,7,male,unmarried,3131
63439,3131000506.0,4,no,10.0,no,,urban,3,12,female,unmarried,3131
63443,3131000507.0,3,no,6.0,no,17.0,urban,3,12,male,unmarried,3131
63446,3131000508.0,3,no,6.0,no,,urban,3,5,female,unmarried,3131
63454,3131000509.0,6,no,10.0,no,,urban,3,15,male,unmarried,3131
63455,3131000509.0,7,no,10.0,no,,urban,3,13,female,unmarried,3131
63465,3131000511.0,5,yes,7.0,yes,,urban,3,13,male,unmarried,3131
63468,3131000512.0,3,no,9.0,no,,urban,3,13,female,unmarried,3131
63469,3131000512.0,4,no,7.0,no,,urban,3,11,male,unmarried,3131
63472,3131000601.0,3,no,5.0,no,,urban,3,14,female,unmarried,3131
63479,3131000603.0,3,yes,12.0,yes,,urban,3,5,female,unmarried,3131
63489,3131000605.0,3,no,1.0,no,,urban,3,6,male,unmarried,3131
63497,3131000607.0,3,yes,3.0,no,,urban,3,10,male,unmarried,3131
63498,3131000607.0,4,no,1.0,no,,urban,3,8,male,unmarried,3131
63501,3131000608.0,3,yes,6.0,yes,,urban,3,13,male,unmarried,3131
63502,3131000608.0,4,no,4.0,no,,urban,3,8,female,unmarried,3131
63508,3131000609.0,6,yes,3.0,yes,,urban,3,14,female,unmarried,3131
63509,3131000609.0,7,no,0.0,no,,urban,3,11,male,unmarried,3131
63514,3131000610.0,5,yes,,yes,,urban,3,6,male,unmarried,3131
63536,3131000703.0,4,yes,6.0,yes,,urban,3,13,male,unmarried,3131
63537,3131000703.0,5,no,3.0,no,,urban,3,9,female,unmarried,3131
63552,3131000709.0,2,no,13.0,no,,urban,3,15,male,unmarried,3131
63553,3131000709.0,3,no,5.0,no,,urban,3,14,female,unmarried,3131
63554,3131000709.0,4,no,0.0,no,,urban,3,10,female,unmarried,3131
63561,3131000711.0,4,yes,13.0,yes,,urban,3,15,female,unmarried,3131
63562,3131000711.0,5,yes,14.0,yes,,urban,3,9,male,unmarried,3131
63567,3131000801.0,3,yes,10.0,yes,,urban,3,9,female,unmarried,3131
63568,3131000801.0,4,no,12.0,no,,urban,3,8,female,unmarried,3131
63571,3131000802.0,3,yes,12.0,yes,,urban,3,11,female,unmarried,3131
63572,3131000802.0,4,yes,13.0,yes,,urban,3,9,male,unmarried,3131
63573,3131000802.0,6,no,20.0,no,,urban,3,5,female,unmarried,3131
63576,3131000803.0,3,no,13.0,no,16.0,urban,3,11,male,unmarried,3131
63577,3131000803.0,4,no,10.0,no,16.0,urban,3,9,male,unmarried,3131
63578,3131000803.0,5,yes,9.0,no,,urban,3,5,female,unmarried,3131
63583,3131000804.0,4,yes,,yes,,urban,3,15,female,unmarried,3131
63584,3131000804.0,5,no,13.0,no,17.0,urban,3,13,male,unmarried,3131
63585,3131000804.0,6,no,10.0,no,17.0,urban,3,7,female,unmarried,3131
63599,3131000809.0,3,yes,10.0,no,,urban,3,5,female,unmarried,3131
63607,3131000811.0,4,no,2.0,no,,urban,3,14,male,unmarried,3131
63608,3131000811.0,5,no,13.0,no,,urban,3,9,male,unmarried,3131
63624,3131000903.0,8,yes,12.0,yes,,urban,3,13,female,unmarried,3131
63631,3131000905.0,3,no,1.0,no,,urban,3,10,male,unmarried,3131
63632,3131000905.0,4,no,10.0,no,,urban,3,8,female,unmarried,3131
63638,3131000906.0,5,no,0.0,no,2.0,urban,3,15,male,unmarried,3131
63639,3131000906.0,6,no,10.0,no,2.0,urban,3,13,female,unmarried,3131
63640,3131000906.0,7,no,10.0,no,,urban,3,9,male,unmarried,3131
63641,3131000906.0,8,yes,0.0,yes,,urban,3,7,female,unmarried,3131
63642,3131000906.0,9,no,0.0,no,2.0,urban,3,5,female,unmarried,3131
63647,3131000907.0,5,yes,3.0,no,,urban,3,15,female,unmarried,3131
63652,3131000908.0,5,no,4.0,no,,urban,3,11,male,unmarried,3131
63655,3131000909.0,3,no,13.0,no,,urban,3,14,female,unmarried,3131
63667,3131000912.0,4,no,,no,,urban,3,14,female,unmarried,3131
63673,3131001001.0,5,no,13.0,no,,urban,3,15,male,unmarried,3131
63676,3131001002.0,3,yes,,yes,,urban,3,12,male,unmarried,3131
63677,3131001002.0,4,yes,8.0,yes,,urban,3,9,male,unmarried,3131
63678,3131001002.0,5,yes,8.0,yes,,urban,3,5,female,unmarried,3131
63688,3131001006.0,3,yes,2.0,no,,urban,3,10,male,unmarried,3131
63689,3131001006.0,4,no,8.0,no,,urban,3,8,male,unmarried,3131
63690,3131001006.0,5,no,5.0,no,,urban,3,5,female,unmarried,3131
63696,3131001007.0,3,yes,5.0,yes,,urban,3,6,male,unmarried,3131
63706,3131001009.0,7,yes,4.0,yes,,urban,3,14,male,unmarried,3131
63707,3131001009.0,8,no,10.0,no,,urban,3,12,female,unmarried,3131
63708,3131001009.0,9,no,,no,,urban,3,10,female,unmarried,3131
63711,3131001010.0,3,no,6.0,no,,urban,3,5,male,unmarried,3131
63718,3131001011.0,4,no,3.0,no,,urban,3,15,male,unmarried,3131
63723,3131001012.0,5,no,7.0,no,,urban,3,14,female,unmarried,3131
63736,3131001104.0,3,yes,,yes,,urban,3,12,male,unmarried,3131
63737,3131001104.0,4,no,0.0,no,,urban,3,10,female,unmarried,3131
63738,3131001104.0,5,no,,no,,urban,3,9,male,unmarried,3131
63742,3131001105.0,4,yes,8.0,yes,,urban,3,10,male,unmarried,3131
63745,3131001106.0,3,yes,10.0,yes,,urban,3,11,male,unmarried,3131
63746,3131001106.0,4,no,8.0,no,,urban,3,9,male,unmarried,3131
63752,3131001107.0,6,no,,no,,urban,3,15,male,unmarried,3131
63759,3131001109.0,5,yes,,yes,,urban,3,15,female,unmarried,3131
63760,3131001109.0,6,yes,,yes,,urban,3,13,male,unmarried,3131
63761,3131001109.0,7,no,,no,,urban,3,11,male,unmarried,3131
63762,3131001109.0,8,yes,10.0,yes,,urban,3,9,female,unmarried,3131
63763,3131001109.0,9,no,10.0,no,,urban,3,7,female,unmarried,3131
63778,3131001203.0,3,no,8.0,no,,urban,3,15,male,unmarried,3131
63779,3131001203.0,4,no,8.0,no,,urban,3,12,male,unmarried,3131
63782,3131001204.0,3,no,7.0,no,,urban,3,12,female,unmarried,3131
63783,3131001204.0,4,yes,20.0,yes,,urban,3,10,male,unmarried,3131
63797,3131001207.0,3,no,0.0,no,,urban,3,12,male,unmarried,3131
63798,3131001207.0,4,no,0.0,no,,urban,3,10,female,unmarried,3131
63799,3131001207.0,5,no,,no,,urban,3,8,male,unmarried,3131
63812,3131001210.0,7,no,10.0,no,,urban,3,9,male,unmarried,3131
63818,3131001211.0,7,no,0.0,no,,urban,3,12,female,unmarried,3131
63821,3131001212.0,3,no,0.0,no,,urban,3,7,male,unmarried,3131
63822,3131001212.0,4,yes,0.0,yes,,urban,3,5,female,unmarried,3131
63826,3132000101.0,3,no,,no,2.0,rural,3,5,male,unmarried,3132
63844,3132000105.0,5,no,,no,,rural,3,14,male,unmarried,3132
63845,3132000105.0,6,no,5.0,no,,rural,3,11,female,unmarried,3132
63846,3132000105.0,7,no,1.0,no,6.0,rural,3,9,male,unmarried,3132
63850,3132000106.0,4,no,,no,,rural,3,15,female,unmarried,3132
63869,3132000110.0,6,yes,2.0,yes,,rural,3,15,male,unmarried,3132
63870,3132000110.0,7,yes,0.0,yes,,rural,3,10,female,unmarried,3132
63874,3132000111.0,4,no,2.0,no,,rural,3,11,male,unmarried,3132
63877,3132000112.0,3,no,,no,,rural,3,10,female,unmarried,3132
63884,3132000202.0,4,no,5.0,no,,rural,3,15,male,unmarried,3132
63885,3132000202.0,5,no,,no,,rural,3,14,female,unmarried,3132
63886,3132000202.0,6,no,2.0,no,,rural,3,10,male,unmarried,3132
63896,3132000205.0,4,no,,no,,rural,3,14,female,unmarried,3132
63897,3132000205.0,5,no,,no,,rural,3,12,male,unmarried,3132
63898,3132000205.0,6,no,,no,,rural,3,10,female,unmarried,3132
63899,3132000205.0,8,no,,no,,rural,3,6,male,unmarried,3132
63902,3132000206.0,3,yes,0.0,no,,rural,3,7,female,unmarried,3132
63903,3132000206.0,4,yes,,no,,rural,3,6,female,unmarried,3132
63907,3132000207.0,4,no,5.0,no,,rural,3,14,male,unmarried,3132
63908,3132000207.0,5,yes,5.0,no,,rural,3,12,male,unmarried,3132
63909,3132000207.0,6,yes,5.0,yes,,rural,3,10,male,unmarried,3132
63910,3132000207.0,7,yes,5.0,no,,rural,3,8,female,unmarried,3132
63914,3132000208.0,4,yes,12.0,yes,,rural,3,15,male,unmarried,3132
63917,3132000209.0,3,yes,8.0,yes,,rural,3,12,female,unmarried,3132
63918,3132000209.0,4,yes,,yes,,rural,3,10,male,unmarried,3132
63919,3132000209.0,5,yes,,yes,,rural,3,8,female,unmarried,3132
63927,3132000212.0,3,no,,no,,rural,3,8,male,unmarried,3132
63935,3132000303.0,4,no,,no,,rural,3,14,male,unmarried,3132
63936,3132000303.0,5,yes,,no,,rural,3,13,female,unmarried,3132
63942,3132000304.0,6,no,,no,,rural,3,15,female,unmarried,3132
63943,3132000304.0,7,yes,4.0,no,16.0,rural,3,13,female,unmarried,3132
63953,3132000306.0,4,yes,,yes,,rural,3,8,female,unmarried,3132
63962,3132000308.0,3,yes,,no,,rural,3,14,male,unmarried,3132
63963,3132000308.0,4,yes,5.0,no,,rural,3,10,female,unmarried,3132
63964,3132000308.0,5,yes,5.0,no,,rural,3,7,female,unmarried,3132
63970,3132000310.0,3,yes,2.0,no,,rural,3,15,male,unmarried,3132
63971,3132000310.0,4,no,,no,,rural,3,13,male,unmarried,3132
63972,3132000310.0,5,no,3.0,no,,rural,3,10,female,unmarried,3132
63973,3132000310.0,6,no,,no,,rural,3,8,male,unmarried,3132
63978,3132000311.0,3,yes,8.0,yes,,rural,3,7,male,unmarried,3132
63979,3132000311.0,4,yes,8.0,no,15.0,rural,3,5,female,unmarried,3132
63982,3132000312.0,3,yes,,yes,,rural,3,7,female,unmarried,3132
63988,3132000401.0,5,yes,,yes,,rural,3,15,female,unmarried,3132
63994,3132000402.0,6,yes,,yes,,rural,3,15,male,unmarried,3132
63995,3132000402.0,7,no,,no,,rural,3,12,female,unmarried,3132
63996,3132000402.0,8,no,8.0,no,,rural,3,7,male,unmarried,3132
64006,3132000404.0,4,no,3.0,no,16.0,rural,3,15,male,unmarried,3132
64007,3132000404.0,5,no,2.0,no,,rural,3,15,male,unmarried,3132
64011,3132000405.0,4,no,,no,,rural,3,6,male,unmarried,3132
64021,3132000407.0,3,yes,,no,,rural,3,7,male,unmarried,3132
64022,3132000407.0,4,no,6.0,no,,rural,3,6,male,unmarried,3132
64033,3132000409.0,7,yes,,yes,,rural,3,14,male,unmarried,3132
64034,3132000409.0,8,yes,,yes,,rural,3,12,female,unmarried,3132
64035,3132000409.0,9,yes,,yes,,rural,3,8,male,unmarried,3132
64036,3132000409.0,10,no,,no,,rural,3,6,male,unmarried,3132
64043,3132000411.0,3,no,,no,,rural,3,14,male,unmarried,3132
64046,3132000411.0,6,no,12.0,no,,rural,3,5,female,unmarried,3132
64065,3132000504.0,6,no,,no,,rural,3,14,male,unmarried,3132
64066,3132000504.0,7,yes,,yes,,rural,3,8,male,unmarried,3132
64071,3132000505.0,3,no,8.0,no,,rural,3,12,female,unmarried,3132
64072,3132000505.0,4,yes,,no,1.0,rural,3,10,female,unmarried,3132
64073,3132000505.0,5,no,,no,,rural,3,8,male,unmarried,3132
64074,3132000505.0,6,no,4.0,no,,rural,3,6,male,unmarried,3132
64077,3132000506.0,3,yes,,yes,,rural,3,14,male,unmarried,3132
64078,3132000506.0,4,yes,,yes,,rural,3,12,male,unmarried,3132
64079,3132000506.0,5,yes,3.0,yes,,rural,3,10,female,unmarried,3132
64086,3132000508.0,3,yes,,no,1.0,rural,3,7,male,unmarried,3132
64087,3132000508.0,4,yes,,yes,,rural,3,5,male,unmarried,3132
64101,3132000511.0,5,yes,0.0,yes,,rural,3,14,male,unmarried,3132
64102,3132000511.0,6,yes,,yes,,rural,3,11,male,unmarried,3132
64109,3132000512.0,7,yes,3.0,yes,,rural,3,7,male,unmarried,3132
64112,3132000601.0,3,yes,1.0,no,,rural,3,5,female,unmarried,3132
64117,3132000602.0,3,yes,7.0,no,,rural,3,12,male,unmarried,3132
64121,3132000603.0,4,yes,1.0,no,,rural,3,15,male,unmarried,3132
64122,3132000603.0,5,yes,,no,,rural,3,12,female,unmarried,3132
64123,3132000603.0,6,yes,,yes,,rural,3,8,female,unmarried,3132
64124,3132000603.0,7,yes,0.0,yes,,rural,3,5,male,unmarried,3132
64129,3132000605.0,3,yes,7.0,yes,,rural,3,14,female,unmarried,3132
64130,3132000605.0,4,yes,5.0,yes,,rural,3,12,female,unmarried,3132
64131,3132000605.0,5,yes,4.0,yes,,rural,3,9,female,unmarried,3132
64135,3132000606.0,4,yes,,yes,,rural,3,14,female,unmarried,3132
64142,3132000608.0,3,yes,10.0,yes,,rural,3,12,female,unmarried,3132
64143,3132000608.0,4,yes,,yes,,rural,3,10,male,unmarried,3132
64162,3132000701.0,7,yes,,yes,,rural,3,13,female,unmarried,3132
64165,3132000702.0,3,yes,,yes,,rural,3,7,female,unmarried,3132
64166,3132000702.0,4,yes,2.0,yes,,rural,3,5,male,unmarried,3132
64176,3132000705.0,3,yes,6.0,yes,,rural,3,5,female,unmarried,3132
64184,3132000708.0,3,yes,,yes,,rural,3,5,male,unmarried,3132
64189,3132000709.0,4,no,,no,,rural,3,10,male,unmarried,3132
64190,3132000709.0,5,yes,0.0,no,,rural,3,8,female,unmarried,3132
64193,3132000710.0,3,yes,7.0,no,14.0,rural,3,5,female,unmarried,3132
64196,3132000711.0,3,yes,1.0,no,,rural,3,14,male,unmarried,3132
64197,3132000711.0,4,yes,,yes,,rural,3,10,male,unmarried,3132
64198,3132000711.0,5,yes,,yes,,rural,3,7,male,unmarried,3132
64199,3132000711.0,6,yes,8.0,yes,,rural,3,5,male,unmarried,3132
64202,3132000712.0,3,yes,,no,,rural,3,12,female,unmarried,3132
64203,3132000712.0,4,yes,5.0,no,,rural,3,9,female,unmarried,3132
64204,3132000712.0,5,yes,3.0,no,,rural,3,7,female,unmarried,3132
64205,3132000712.0,6,yes,,no,,rural,3,6,male,unmarried,3132
64213,3132000802.0,5,yes,,no,,rural,3,7,male,unmarried,3132
64214,3132000802.0,6,yes,8.0,no,,rural,3,5,female,unmarried,3132
64223,3132000803.0,7,yes,,yes,,rural,3,14,female,unmarried,3132
64224,3132000803.0,8,yes,,yes,,rural,3,11,male,unmarried,3132
64225,3132000803.0,9,yes,,yes,,rural,3,6,male,unmarried,3132
64233,3132000805.0,3,yes,7.0,yes,,rural,3,8,female,unmarried,3132
64243,3132000807.0,7,no,5.0,no,,rural,3,15,male,unmarried,3132
64253,3132000810.0,3,yes,0.0,no,16.0,rural,3,5,female,unmarried,3132
64256,3132000811.0,3,yes,,yes,,rural,3,15,female,unmarried,3132
64257,3132000811.0,4,yes,,yes,,rural,3,7,male,unmarried,3132
64272,3132000901.0,6,yes,,yes,,rural,3,14,female,unmarried,3132
64273,3132000901.0,7,no,,no,,rural,3,13,female,unmarried,3132
64295,3132000908.0,3,no,,no,,rural,3,13,male,unmarried,3132
64296,3132000908.0,4,no,,no,,rural,3,12,female,unmarried,3132
64297,3132000908.0,5,yes,5.0,yes,,rural,3,10,female,unmarried,3132
64298,3132000908.0,6,yes,8.0,yes,,rural,3,8,male,unmarried,3132
64299,3132000908.0,7,yes,6.0,yes,,rural,3,6,female,unmarried,3132
64304,3132000910.0,3,yes,,no,16.0,rural,3,11,male,unmarried,3132
64305,3132000910.0,4,no,9.0,no,4.0,rural,3,8,female,unmarried,3132
64306,3132000910.0,5,yes,,yes,,rural,3,6,male,unmarried,3132
64310,3132000911.0,3,yes,,no,,rural,3,12,female,unmarried,3132
64311,3132000911.0,4,no,2.0,no,,rural,3,9,male,unmarried,3132
64318,3132001001.0,5,yes,,yes,,rural,3,13,male,unmarried,3132
64319,3132001001.0,6,yes,,yes,,rural,3,8,male,unmarried,3132
64328,3132001004.0,3,no,0.0,no,16.0,rural,3,14,male,unmarried,3132
64329,3132001004.0,4,no,0.0,no,,rural,3,13,male,unmarried,3132
64330,3132001004.0,5,no,,no,11.0,rural,3,12,female,unmarried,3132
64331,3132001004.0,6,no,,no,,rural,3,10,male,unmarried,3132
64332,3132001004.0,7,no,,no,,rural,3,9,male,unmarried,3132
64337,3132001005.0,3,no,,no,,rural,3,15,female,unmarried,3132
64338,3132001005.0,4,yes,,yes,,rural,3,12,male,unmarried,3132
64339,3132001005.0,5,yes,3.0,yes,,rural,3,10,male,unmarried,3132
64340,3132001005.0,6,no,6.0,no,,rural,3,7,male,unmarried,3132
64343,3132001006.0,3,no,7.0,no,,rural,3,7,male,unmarried,3132
64344,3132001006.0,4,no,,no,,rural,3,5,female,unmarried,3132
64357,3132001010.0,3,yes,,yes,,rural,3,9,female,unmarried,3132
64358,3132001010.0,4,no,,no,,rural,3,7,male,unmarried,3132
64359,3132001010.0,5,no,,no,11.0,rural,3,6,female,unmarried,3132
64367,3132001011.0,5,yes,,yes,,rural,3,12,male,unmarried,3132
64368,3132001011.0,6,yes,,yes,,rural,3,10,female,unmarried,3132
64369,3132001011.0,7,no,2.0,no,,rural,3,8,female,unmarried,3132
64371,3132001012.0,2,no,0.0,no,,rural,3,10,male,unmarried,3132
