,hhcode,idc,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province,age,sex,marital_status,subprovince code
64373,3132001101.0,2,no,,no,,rural,3,9,female,unmarried,3132
64374,3132001101.0,3,yes,2.0,yes,,rural,3,7,male,unmarried,3132
64377,3132001102.0,3,yes,8.0,no,,rural,3,14,female,unmarried,3132
64378,3132001102.0,4,yes,,yes,,rural,3,12,male,unmarried,3132
64379,3132001102.0,5,yes,,yes,,rural,3,10,female,unmarried,3132
64380,3132001102.0,6,yes,,no,,rural,3,8,male,unmarried,3132
64381,3132001102.0,7,yes,,yes,,rural,3,6,female,unmarried,3132
64387,3132001103.0,4,yes,4.0,yes,,rural,3,14,male,unmarried,3132
64388,3132001103.0,5,yes,,yes,,rural,3,8,female,unmarried,3132
64394,3132001105.0,3,yes,,no,,rural,3,12,female,unmarried,3132
64395,3132001105.0,4,yes,,no,,rural,3,10,male,unmarried,3132
64396,3132001105.0,5,yes,,no,,rural,3,8,female,unmarried,3132
64397,3132001105.0,6,yes,,no,16.0,rural,3,6,female,unmarried,3132
64398,3132001105.0,7,yes,,yes,,rural,3,5,male,unmarried,3132
64402,3132001106.0,3,yes,10.0,yes,,rural,3,15,male,unmarried,3132
64403,3132001106.0,4,yes,,yes,,rural,3,13,male,unmarried,3132
64404,3132001106.0,5,yes,12.0,yes,,rural,3,11,male,unmarried,3132
64405,3132001106.0,6,yes,7.0,yes,,rural,3,9,female,unmarried,3132
64414,3132001110.0,5,yes,3.0,no,,rural,3,14,female,unmarried,3132
64415,3132001110.0,6,yes,10.0,no,,rural,3,12,male,unmarried,3132
64420,3132001111.0,5,yes,10.0,no,,rural,3,15,female,unmarried,3132
64421,3132001111.0,6,yes,10.0,no,14.0,rural,3,13,female,unmarried,3132
64428,3132001112.0,5,yes,5.0,no,,rural,3,9,female,unmarried,3132
64434,3132001201.0,6,yes,7.0,yes,,rural,3,12,male,unmarried,3132
64435,3132001201.0,7,yes,,yes,,rural,3,11,male,unmarried,3132
64438,3132001202.0,3,yes,0.0,no,1.0,rural,3,10,male,unmarried,3132
64439,3132001202.0,4,yes,,no,1.0,rural,3,7,male,unmarried,3132
64440,3132001202.0,5,yes,8.0,no,1.0,rural,3,5,female,unmarried,3132
64445,3132001203.0,3,yes,0.0,no,,rural,3,6,male,unmarried,3132
64448,3132001204.0,3,yes,,no,,rural,3,6,male,unmarried,3132
64455,3132001206.0,3,no,0.0,no,6.0,rural,3,8,male,unmarried,3132
64456,3132001206.0,4,no,,no,,rural,3,6,female,unmarried,3132
64459,3132001207.0,3,no,,no,,rural,3,7,male,unmarried,3132
64460,3132001207.0,4,no,,no,,rural,3,5,male,unmarried,3132
64465,3132001208.0,4,no,,no,,rural,3,10,male,unmarried,3132
64468,3132001209.0,3,yes,3.0,no,,rural,3,12,male,unmarried,3132
64472,3132001210.0,4,yes,,yes,,rural,3,14,female,unmarried,3132
64473,3132001210.0,5,yes,,yes,,rural,3,9,female,unmarried,3132
64474,3132001210.0,6,no,12.0,no,,rural,3,5,female,unmarried,3132
64480,3132001212.0,3,yes,,no,6.0,rural,3,15,male,unmarried,3132
64481,3132001212.0,4,yes,,yes,,rural,3,14,female,unmarried,3132
64482,3132001212.0,5,yes,5.0,yes,,rural,3,8,male,unmarried,3132
64483,3132001212.0,6,yes,,yes,,rural,3,7,female,unmarried,3132
64484,3132001212.0,7,yes,,yes,,rural,3,5,male,unmarried,3132
64490,3132001302.0,3,yes,5.0,no,,rural,3,15,female,unmarried,3132
64491,3132001302.0,4,yes,10.0,no,,rural,3,8,female,unmarried,3132
64492,3132001302.0,5,yes,,no,,rural,3,6,female,unmarried,3132
64497,3132001303.0,3,yes,6.0,yes,,rural,3,5,male,unmarried,3132
64504,3132001305.0,4,yes,,no,6.0,rural,3,12,male,unmarried,3132
64505,3132001305.0,5,yes,8.0,no,6.0,rural,3,12,male,unmarried,3132
64506,3132001305.0,6,yes,,no,14.0,rural,3,9,male,unmarried,3132
64507,3132001305.0,7,yes,,no,,rural,3,6,male,unmarried,3132
64510,3132001306.0,3,yes,5.0,yes,,rural,3,10,male,unmarried,3132
64511,3132001306.0,4,yes,8.0,yes,,rural,3,8,female,unmarried,3132
64512,3132001306.0,5,yes,12.0,yes,,rural,3,6,female,unmarried,3132
64529,3132001311.0,3,yes,,yes,,rural,3,9,male,unmarried,3132
64530,3132001311.0,4,yes,5.0,yes,,rural,3,8,male,unmarried,3132
64531,3132001311.0,5,yes,,yes,,rural,3,6,female,unmarried,3132
64536,3132001401.0,3,yes,4.0,no,,rural,3,8,female,unmarried,3132
64537,3132001401.0,4,yes,5.0,no,,rural,3,6,female,unmarried,3132
64549,3132001404.0,5,yes,,yes,,rural,3,15,male,unmarried,3132
64550,3132001404.0,6,yes,,yes,,rural,3,14,female,unmarried,3132
64551,3132001404.0,7,yes,,yes,,rural,3,11,female,unmarried,3132
64552,3132001404.0,8,no,3.0,no,,rural,3,7,male,unmarried,3132
64559,3132001405.0,7,yes,,yes,,rural,3,10,female,unmarried,3132
64560,3132001405.0,8,yes,,yes,,rural,3,9,female,unmarried,3132
64569,3132001407.0,4,yes,7.0,yes,,rural,3,13,female,unmarried,3132
64570,3132001407.0,5,yes,,yes,,rural,3,9,male,unmarried,3132
64571,3132001407.0,6,yes,6.0,yes,,rural,3,6,male,unmarried,3132
64574,3132001408.0,4,no,8.0,no,,rural,3,7,male,unmarried,3132
64577,3132001409.0,3,yes,,yes,,rural,3,15,female,unmarried,3132
64578,3132001409.0,4,yes,,yes,,rural,3,12,male,unmarried,3132
64587,3132001411.0,3,yes,,no,,rural,3,9,male,unmarried,3132
64588,3132001411.0,4,yes,8.0,no,,rural,3,7,female,unmarried,3132
64589,3132001411.0,5,yes,3.0,no,,rural,3,5,female,unmarried,3132
64594,3132001412.0,5,yes,7.0,no,,rural,3,13,male,unmarried,3132
64595,3132001412.0,6,yes,5.0,no,,rural,3,11,male,unmarried,3132
64611,3132001504.0,3,yes,8.0,yes,,rural,3,12,female,unmarried,3132
64612,3132001504.0,4,no,5.0,no,,rural,3,10,male,unmarried,3132
64613,3132001504.0,5,no,3.0,no,,rural,3,8,male,unmarried,3132
64618,3132001505.0,5,yes,10.0,yes,,rural,3,6,female,unmarried,3132
64636,3132001510.0,5,no,,no,,rural,3,14,female,unmarried,3132
64637,3132001510.0,6,no,,no,,rural,3,12,female,unmarried,3132
64641,3132001511.0,4,yes,6.0,no,,rural,3,15,male,unmarried,3132
64642,3132001511.0,5,yes,2.0,yes,,rural,3,14,male,unmarried,3132
64643,3132001511.0,6,yes,0.0,no,,rural,3,8,male,unmarried,3132
64656,3132001602.0,8,no,,no,,rural,3,13,male,unmarried,3132
64657,3132001602.0,9,yes,5.0,no,,rural,3,9,male,unmarried,3132
64658,3132001602.0,10,yes,,no,,rural,3,6,male,unmarried,3132
64661,3132001603.0,3,yes,,no,,rural,3,14,female,unmarried,3132
64664,3132001604.0,3,yes,0.0,yes,,rural,3,12,male,unmarried,3132
64665,3132001604.0,4,yes,,yes,,rural,3,10,female,unmarried,3132
64666,3132001604.0,5,yes,,yes,,rural,3,7,female,unmarried,3132
64675,3132001607.0,3,yes,,yes,,rural,3,8,male,unmarried,3132
64676,3132001607.0,4,yes,,no,,rural,3,6,male,unmarried,3132
64681,3132001608.0,4,yes,,no,,rural,3,15,female,unmarried,3132
64682,3132001608.0,5,yes,5.0,yes,,rural,3,13,male,unmarried,3132
64685,3132001609.0,3,yes,,no,,rural,3,14,male,unmarried,3132
64688,3132001610.0,3,yes,10.0,no,,rural,3,15,male,unmarried,3132
64689,3132001610.0,4,yes,6.0,no,,rural,3,13,female,unmarried,3132
64690,3132001610.0,5,yes,3.0,yes,,rural,3,11,male,unmarried,3132
64691,3132001610.0,6,no,5.0,no,,rural,3,9,female,unmarried,3132
64692,3132001610.0,7,no,,no,,rural,3,7,male,unmarried,3132
64695,3132001611.0,3,yes,5.0,no,,rural,3,15,female,unmarried,3132
64696,3132001611.0,4,yes,,no,14.0,rural,3,13,female,unmarried,3132
64697,3132001611.0,5,yes,4.0,no,,rural,3,11,female,unmarried,3132
64698,3132001611.0,6,yes,,no,,rural,3,9,female,unmarried,3132
64699,3132001611.0,7,yes,,yes,,rural,3,7,male,unmarried,3132
64704,3132001701.0,3,no,8.0,no,,rural,3,13,female,unmarried,3132
64705,3132001701.0,4,no,,no,,rural,3,10,male,unmarried,3132
64706,3132001701.0,5,no,,no,,rural,3,6,male,unmarried,3132
64712,3132001703.0,3,no,5.0,no,11.0,rural,3,10,female,unmarried,3132
64719,3132001705.0,3,yes,,yes,,rural,3,8,male,unmarried,3132
64720,3132001705.0,4,yes,5.0,yes,,rural,3,7,female,unmarried,3132
64721,3132001705.0,5,yes,10.0,yes,,rural,3,5,male,unmarried,3132
64750,3132001802.0,3,yes,,yes,,rural,3,12,male,unmarried,3132
64751,3132001802.0,4,yes,,yes,,rural,3,10,female,unmarried,3132
64752,3132001802.0,5,no,,no,,rural,3,8,male,unmarried,3132
64753,3132001802.0,6,no,,no,,rural,3,6,female,unmarried,3132
64756,3132001803.0,3,yes,,yes,,rural,3,10,male,unmarried,3132
64757,3132001803.0,4,yes,5.0,yes,,rural,3,8,male,unmarried,3132
64758,3132001803.0,5,yes,5.0,yes,,rural,3,6,male,unmarried,3132
64762,3132001804.0,3,no,,no,4.0,rural,3,15,male,unmarried,3132
64763,3132001804.0,4,no,,no,4.0,rural,3,10,female,unmarried,3132
64764,3132001804.0,5,no,5.0,no,,rural,3,5,female,unmarried,3132
64769,3132001805.0,5,yes,8.0,no,,rural,3,5,female,unmarried,3132
64773,3132001806.0,3,yes,,no,,rural,3,6,male,unmarried,3132
64782,3132001808.0,5,no,8.0,no,,rural,3,15,female,unmarried,3132
64788,3132001810.0,3,no,8.0,no,,rural,3,10,male,unmarried,3132
64789,3132001810.0,4,no,9.0,no,,rural,3,8,male,unmarried,3132
64790,3132001810.0,5,no,8.0,no,,rural,3,6,male,unmarried,3132
64798,3132001811.0,7,yes,6.0,no,,rural,3,13,female,unmarried,3132
64799,3132001811.0,8,no,0.0,no,,rural,3,12,female,unmarried,3132
64806,3141000101.0,5,yes,4.0,yes,,urban,3,5,male,unmarried,3141
64826,3141000106.0,7,yes,5.0,no,16.0,urban,3,15,female,unmarried,3141
64829,3141000107.0,3,yes,,yes,,urban,3,14,female,unmarried,3141
64841,3141000111.0,3,yes,5.0,yes,,urban,3,8,female,unmarried,3141
64842,3141000111.0,4,yes,,yes,,urban,3,5,male,unmarried,3141
64845,3141000112.0,3,yes,8.0,no,,urban,3,15,male,unmarried,3141
64846,3141000112.0,4,yes,5.0,no,,urban,3,12,female,unmarried,3141
64847,3141000112.0,5,yes,4.0,yes,,urban,3,10,male,unmarried,3141
64848,3141000112.0,6,yes,7.0,yes,,urban,3,8,female,unmarried,3141
64849,3141000112.0,7,yes,5.0,yes,,urban,3,6,female,unmarried,3141
64856,3141000201.0,6,yes,,yes,,urban,3,13,female,unmarried,3141
64859,3141000202.0,3,yes,,no,,urban,3,8,male,unmarried,3141
64860,3141000202.0,4,yes,,no,,urban,3,6,male,unmarried,3141
64868,3141000203.0,4,yes,,yes,,urban,3,14,male,unmarried,3141
64871,3141000203.0,7,yes,,yes,,urban,3,5,male,unmarried,3141
64874,3141000204.0,3,yes,12.0,yes,,urban,3,14,female,unmarried,3141
64875,3141000204.0,4,yes,,yes,,urban,3,10,female,unmarried,3141
64876,3141000204.0,5,yes,7.0,yes,,urban,3,7,male,unmarried,3141
64881,3141000205.0,5,yes,9.0,yes,,urban,3,6,male,unmarried,3141
64885,3141000206.0,3,yes,10.0,yes,,urban,3,7,male,unmarried,3141
64886,3141000206.0,4,yes,9.0,yes,,urban,3,5,male,unmarried,3141
64891,3141000207.0,3,yes,,yes,,urban,3,10,male,unmarried,3141
64892,3141000207.0,4,no,5.0,no,,urban,3,7,male,unmarried,3141
64898,3141000208.0,4,no,10.0,no,,urban,3,15,female,unmarried,3141
64899,3141000208.0,5,yes,6.0,yes,,urban,3,12,female,unmarried,3141
64900,3141000208.0,6,yes,10.0,yes,,urban,3,10,male,unmarried,3141
64901,3141000208.0,7,yes,10.0,yes,,urban,3,7,male,unmarried,3141
64907,3141000209.0,5,yes,6.0,no,,urban,3,14,male,unmarried,3141
64908,3141000209.0,6,yes,10.0,yes,,urban,3,10,male,unmarried,3141
64909,3141000209.0,7,yes,7.0,no,,urban,3,7,female,unmarried,3141
64910,3141000209.0,8,yes,7.0,no,,urban,3,5,female,unmarried,3141
64913,3141000210.0,3,no,,no,,urban,3,7,female,unmarried,3141
64916,3141000211.0,3,yes,,no,,urban,3,10,female,unmarried,3141
64917,3141000211.0,4,no,,no,,urban,3,7,male,unmarried,3141
64918,3141000211.0,5,yes,,yes,,urban,3,5,male,unmarried,3141
64922,3141000211.0,9,yes,10.0,yes,,urban,3,5,male,unmarried,3141
64925,3141000212.0,3,yes,5.0,no,,urban,3,10,female,unmarried,3141
64926,3141000212.0,4,yes,,no,,urban,3,8,female,unmarried,3141
64927,3141000212.0,5,no,12.0,no,,urban,3,6,female,unmarried,3141
64931,3141000301.0,4,yes,,no,,urban,3,14,female,unmarried,3141
64932,3141000301.0,5,yes,,yes,,urban,3,12,female,unmarried,3141
64933,3141000301.0,6,yes,,yes,,urban,3,10,male,unmarried,3141
64934,3141000301.0,7,yes,,yes,,urban,3,9,male,unmarried,3141
64935,3141000301.0,8,yes,,yes,,urban,3,6,male,unmarried,3141
64942,3141000303.0,3,yes,,yes,,urban,3,10,male,unmarried,3141
64943,3141000303.0,4,yes,4.0,yes,,urban,3,8,female,unmarried,3141
64944,3141000303.0,5,yes,1.0,yes,,urban,3,6,male,unmarried,3141
64960,3141000308.0,7,yes,3.0,no,,urban,3,15,male,unmarried,3141
64967,3141000310.0,4,no,8.0,no,,urban,3,15,male,unmarried,3141
64970,3141000311.0,3,yes,,yes,,urban,3,6,female,unmarried,3141
64975,3141000312.0,4,no,2.0,no,,urban,3,12,female,unmarried,3141
64984,3141000402.0,3,yes,,yes,,urban,3,11,male,unmarried,3141
64985,3141000402.0,4,no,,no,,urban,3,9,female,unmarried,3141
64986,3141000402.0,5,yes,5.0,yes,,urban,3,7,female,unmarried,3141
64990,3141000404.0,3,no,,no,,urban,3,14,female,unmarried,3141
64991,3141000404.0,4,no,,no,,urban,3,12,female,unmarried,3141
64998,3141000406.0,3,yes,,yes,,urban,3,8,female,unmarried,3141
64999,3141000406.0,4,yes,,yes,,urban,3,7,male,unmarried,3141
65000,3141000406.0,5,no,,no,,urban,3,5,female,unmarried,3141
65004,3141000407.0,4,yes,,no,,urban,3,14,female,unmarried,3141
65005,3141000407.0,5,no,,no,,urban,3,6,male,unmarried,3141
65010,3141000408.0,5,no,,no,,urban,3,6,male,unmarried,3141
65017,3141000411.0,3,yes,0.0,yes,,urban,3,10,male,unmarried,3141
65027,3141000503.0,3,yes,8.0,yes,,urban,3,12,female,unmarried,3141
65028,3141000503.0,4,yes,9.0,yes,,urban,3,7,male,unmarried,3141
65029,3141000503.0,5,no,,no,,urban,3,5,male,unmarried,3141
65037,3141000506.0,3,yes,10.0,yes,,urban,3,12,male,unmarried,3141
65047,3141000508.0,4,yes,,no,,urban,3,15,male,unmarried,3141
65056,3141000509.0,9,yes,,yes,,urban,3,5,female,unmarried,3141
65061,3141000510.0,3,yes,10.0,no,,urban,3,15,male,unmarried,3141
65062,3141000510.0,4,yes,7.0,no,,urban,3,14,female,unmarried,3141
65063,3141000510.0,5,yes,7.0,yes,,urban,3,10,male,unmarried,3141
65068,3141000511.0,5,no,12.0,no,7.0,urban,3,13,male,unmarried,3141
65069,3141000511.0,6,no,13.0,no,,urban,3,11,male,unmarried,3141
65070,3141000511.0,7,no,8.0,no,7.0,urban,3,6,female,unmarried,3141
65078,3141000602.0,3,no,5.0,no,,urban,3,10,female,unmarried,3141
65079,3141000602.0,4,no,,no,,urban,3,7,female,unmarried,3141
65080,3141000602.0,5,no,,no,,urban,3,6,male,unmarried,3141
65081,3141000602.0,6,no,,no,,urban,3,5,male,unmarried,3141
65097,3141000606.0,5,yes,14.0,no,,urban,3,6,male,unmarried,3141
65105,3141000607.0,5,yes,16.0,yes,,urban,3,12,male,unmarried,3141
65106,3141000607.0,6,yes,12.0,yes,,urban,3,8,male,unmarried,3141
65109,3141000608.0,3,no,10.0,no,,urban,3,9,female,unmarried,3141
65114,3141000609.0,3,yes,4.0,yes,,urban,3,5,female,unmarried,3141
65119,3141000610.0,3,yes,2.0,no,,urban,3,12,male,unmarried,3141
65120,3141000610.0,4,yes,0.0,no,,urban,3,10,male,unmarried,3141
65121,3141000610.0,5,yes,5.0,no,,urban,3,6,male,unmarried,3141
65126,3141000611.0,4,no,0.0,no,,urban,3,15,female,unmarried,3141
65135,3141000701.0,3,no,5.0,no,,urban,3,14,male,unmarried,3141
65136,3141000701.0,4,yes,,yes,,urban,3,12,female,unmarried,3141
65137,3141000701.0,5,yes,,no,,urban,3,9,male,unmarried,3141
65138,3141000701.0,6,yes,5.0,yes,,urban,3,6,male,unmarried,3141
65142,3141000702.0,4,no,10.0,no,,urban,3,12,male,unmarried,3141
65143,3141000702.0,5,no,10.0,no,,urban,3,10,male,unmarried,3141
65144,3141000702.0,6,no,3.0,no,,urban,3,9,female,unmarried,3141
65145,3141000702.0,7,no,2.0,no,,urban,3,5,male,unmarried,3141
65148,3141000703.0,3,no,,no,,urban,3,10,male,unmarried,3141
65149,3141000703.0,4,yes,10.0,no,,urban,3,7,female,unmarried,3141
65151,3141000704.0,2,no,12.0,no,,urban,3,12,male,unmarried,3141
65152,3141000704.0,3,no,5.0,no,,urban,3,10,male,unmarried,3141
65153,3141000704.0,4,no,,no,,urban,3,5,male,unmarried,3141
65161,3141000705.0,8,no,,no,,urban,3,5,male,unmarried,3141
65181,3141000709.0,8,yes,5.0,no,,urban,3,9,female,unmarried,3141
65194,3141000712.0,3,yes,0.0,yes,,urban,3,14,female,unmarried,3141
65195,3141000712.0,4,yes,8.0,yes,,urban,3,11,female,unmarried,3141
65198,3141000801.0,3,yes,,yes,,urban,3,5,female,unmarried,3141
65202,3141000802.0,3,yes,,no,,urban,3,7,male,unmarried,3141
65203,3141000802.0,4,no,,no,,urban,3,5,female,unmarried,3141
65208,3141000803.0,3,no,,no,,urban,3,6,male,unmarried,3141
65209,3141000803.0,4,no,8.0,no,,urban,3,5,male,unmarried,3141
65215,3141000805.0,3,yes,1.0,no,,urban,3,15,female,unmarried,3141
65216,3141000805.0,4,no,,no,,urban,3,9,male,unmarried,3141
65217,3141000805.0,5,yes,,yes,,urban,3,7,male,unmarried,3141
65218,3141000805.0,6,yes,13.0,yes,,urban,3,5,female,unmarried,3141
65223,3141000806.0,4,no,8.0,no,,urban,3,14,male,unmarried,3141
65224,3141000806.0,5,no,,no,,urban,3,12,male,unmarried,3141
65225,3141000806.0,6,no,13.0,no,,urban,3,10,male,unmarried,3141
65240,3141000811.0,3,yes,1.0,no,,urban,3,15,male,unmarried,3141
65241,3141000811.0,4,no,1.0,no,,urban,3,13,male,unmarried,3141
65242,3141000811.0,5,no,,no,,urban,3,12,male,unmarried,3141
65243,3141000811.0,6,yes,,no,,urban,3,7,female,unmarried,3141
65244,3141000811.0,7,no,,no,,urban,3,5,female,unmarried,3141
65249,3141000901.0,4,no,,no,,urban,3,15,female,unmarried,3141
65250,3141000901.0,5,yes,14.0,no,,urban,3,13,male,unmarried,3141
65251,3141000901.0,6,no,,no,,urban,3,11,male,unmarried,3141
65252,3141000901.0,7,no,1.0,no,,urban,3,10,male,unmarried,3141
65258,3141000902.0,6,yes,,yes,,urban,3,7,male,unmarried,3141
65266,3141000904.0,3,no,,no,,urban,3,6,female,unmarried,3141
65267,3141000904.0,4,no,,no,,urban,3,5,female,unmarried,3141
65279,3141000907.0,4,yes,6.0,yes,,urban,3,5,male,unmarried,3141
65286,3141000910.0,3,no,10.0,no,,urban,3,7,female,unmarried,3141
65287,3141000910.0,4,no,4.0,no,,urban,3,6,female,unmarried,3141
65293,3141000911.0,5,yes,3.0,yes,,urban,3,14,female,unmarried,3141
65294,3141000911.0,6,yes,,yes,,urban,3,12,male,unmarried,3141
65301,3141000912.0,7,no,6.0,no,,urban,3,15,female,unmarried,3141
65302,3141000912.0,8,no,1.0,no,,urban,3,13,male,unmarried,3141
65303,3141000912.0,9,no,5.0,no,,urban,3,11,male,unmarried,3141
65308,3141001001.0,5,no,,no,,urban,3,14,male,unmarried,3141
65313,3141001002.0,5,yes,14.0,yes,,urban,3,15,male,unmarried,3141
65314,3141001002.0,6,yes,,yes,,urban,3,13,female,unmarried,3141
65315,3141001002.0,7,yes,5.0,yes,,urban,3,11,female,unmarried,3141
65316,3141001002.0,8,yes,2.0,yes,,urban,3,7,male,unmarried,3141
65354,3141001101.0,4,no,,no,,urban,3,14,female,unmarried,3141
65355,3141001101.0,5,no,,no,,urban,3,14,female,unmarried,3141
65362,3141001103.0,3,yes,5.0,no,,urban,3,12,male,unmarried,3141
65363,3141001103.0,4,yes,5.0,yes,,urban,3,8,female,unmarried,3141
65364,3141001103.0,5,yes,,yes,,urban,3,6,female,unmarried,3141
65375,3141001105.0,3,yes,,yes,,urban,3,12,male,unmarried,3141
65376,3141001105.0,4,no,8.0,no,,urban,3,11,male,unmarried,3141
65377,3141001105.0,5,no,10.0,no,,urban,3,10,female,unmarried,3141
65384,3141001107.0,3,yes,6.0,no,,urban,3,12,female,unmarried,3141
65385,3141001107.0,4,yes,2.0,no,,urban,3,11,male,unmarried,3141
65386,3141001107.0,5,no,1.0,no,,urban,3,11,male,unmarried,3141
65387,3141001107.0,6,yes,0.0,no,,urban,3,10,male,unmarried,3141
65388,3141001107.0,7,no,4.0,no,,urban,3,9,male,unmarried,3141
65389,3141001107.0,8,yes,5.0,yes,,urban,3,6,female,unmarried,3141
65390,3141001107.0,9,yes,,yes,,urban,3,5,male,unmarried,3141
65397,3141001109.0,5,yes,7.0,yes,,urban,3,13,female,unmarried,3141
65398,3141001109.0,6,yes,9.0,yes,,urban,3,11,female,unmarried,3141
65399,3141001109.0,7,yes,14.0,yes,,urban,3,9,female,unmarried,3141
65410,3141001201.0,4,yes,,no,,urban,3,12,female,unmarried,3141
65411,3141001201.0,5,no,,no,,urban,3,10,male,unmarried,3141
65412,3141001201.0,6,yes,,no,,urban,3,7,female,unmarried,3141
65413,3141001201.0,7,yes,,no,,urban,3,5,male,unmarried,3141
65417,3141001202.0,3,no,1.0,no,,urban,3,9,female,unmarried,3141
65418,3141001202.0,4,yes,,yes,,urban,3,7,male,unmarried,3141
65424,3141001203.0,6,no,,no,,urban,3,6,female,unmarried,3141
65427,3141001204.0,3,no,4.0,no,,urban,3,12,male,unmarried,3141
65428,3141001204.0,4,no,3.0,no,,urban,3,9,male,unmarried,3141
65429,3141001204.0,5,yes,1.0,yes,,urban,3,6,male,unmarried,3141
65433,3141001205.0,3,no,5.0,no,,urban,3,7,female,unmarried,3141
65434,3141001205.0,4,no,10.0,no,,urban,3,5,female,unmarried,3141
65439,3141001206.0,3,no,2.0,no,,urban,3,10,male,unmarried,3141
65440,3141001206.0,4,no,12.0,no,,urban,3,7,male,unmarried,3141
65441,3141001206.0,5,no,5.0,no,,urban,3,5,male,unmarried,3141
65446,3141001207.0,3,yes,9.0,yes,,urban,3,15,female,unmarried,3141
65447,3141001207.0,4,yes,7.0,yes,,urban,3,12,male,unmarried,3141
65448,3141001207.0,5,yes,5.0,yes,,urban,3,8,male,unmarried,3141
65449,3141001207.0,6,yes,5.0,yes,,urban,3,6,female,unmarried,3141
65454,3141001208.0,5,yes,5.0,yes,,urban,3,12,female,unmarried,3141
65455,3141001208.0,6,yes,6.0,yes,,urban,3,9,female,unmarried,3141
65458,3141001209.0,3,yes,,yes,,urban,3,8,female,unmarried,3141
65459,3141001209.0,4,no,10.0,no,,urban,3,6,male,unmarried,3141
65463,3141001210.0,3,yes,12.0,yes,,urban,3,13,male,unmarried,3141
65464,3141001210.0,4,yes,10.0,no,,urban,3,11,male,unmarried,3141
65465,3141001210.0,5,no,5.0,no,,urban,3,8,female,unmarried,3141
65466,3141001210.0,6,yes,14.0,yes,,urban,3,5,female,unmarried,3141
65472,3141001211.0,3,no,1.0,no,,urban,3,7,female,unmarried,3141
65473,3141001211.0,4,no,0.0,no,,urban,3,5,male,unmarried,3141
65477,3141001212.0,3,yes,10.0,no,,urban,3,10,male,unmarried,3141
65478,3141001212.0,4,yes,5.0,no,,urban,3,8,male,unmarried,3141
65479,3141001212.0,5,yes,9.0,no,,urban,3,6,female,unmarried,3141
65487,3141001302.0,4,no,,no,,urban,3,15,male,unmarried,3141
65488,3141001302.0,6,no,,no,,urban,3,10,male,unmarried,3141
65489,3141001302.0,7,no,,no,,urban,3,8,male,unmarried,3141
65490,3141001303.0,1,no,7.0,no,,urban,3,14,male,unmarried,3141
65492,3141001303.0,3,no,,no,11.0,urban,3,13,female,unmarried,3141
65493,3141001303.0,4,no,5.0,no,11.0,urban,3,11,female,unmarried,3141
65494,3141001303.0,5,no,2.0,no,11.0,urban,3,9,male,unmarried,3141
65501,3141001305.0,3,yes,13.0,yes,,urban,3,6,female,unmarried,3141
65507,3141001306.0,3,no,1.0,no,,urban,3,12,male,unmarried,3141
65508,3141001306.0,4,yes,14.0,yes,,urban,3,10,female,unmarried,3141
65509,3141001306.0,5,yes,,yes,,urban,3,8,female,unmarried,3141
65512,3141001307.0,3,no,2.0,no,,urban,3,9,male,unmarried,3141
65513,3141001307.0,4,no,5.0,no,,urban,3,6,female,unmarried,3141
65523,3141001309.0,3,yes,,no,,urban,3,10,male,unmarried,3141
65527,3141001310.0,3,no,,no,,urban,3,12,male,unmarried,3141
65528,3141001310.0,4,yes,,yes,,urban,3,10,female,unmarried,3141
65529,3141001310.0,5,no,,no,,urban,3,7,male,unmarried,3141
