,sex,subprovince,region,sample_population,enrolled_total,rate_enrollment
296,female,Kohat,rural,455,230,0.5054945054945055
297,female,Kohat,urban,0,0,
298,female,Kohistan,rural,392,74,0.18877551020408162
299,female,Kohistan,urban,0,0,
300,female,Kohlu,rural,446,37,0.08295964125560538
301,female,Kohlu,urban,0,0,
302,female,Lahore,rural,477,413,0.8658280922431866
303,female,Lahore,urban,1936,1687,0.8713842975206612
304,female,LakkiMarwat,rural,460,164,0.3565217391304348
305,female,LakkiMarwat,urban,0,0,
306,female,Larkana,rural,1284,413,0.32165109034267914
307,female,Larkana,urban,0,0,
308,female,Lasbilla,rural,345,110,0.3188405797101449
309,female,Lasbilla,urban,0,0,
310,female,Layyah,rural,461,367,0.7960954446854663
311,female,Layyah,urban,0,0,
312,female,Lodhran,rural,392,202,0.5153061224489796
313,female,Lodhran,urban,0,0,
314,female,Loralai,rural,432,121,0.2800925925925926
315,female,Loralai,urban,0,0,
316,female,LowerDir,rural,752,438,0.5824468085106383
317,female,LowerDir,urban,0,0,
318,female,Malakand,rural,648,369,0.5694444444444444
319,female,Malakand,urban,0,0,
320,female,Mandi Bahuddin,rural,417,366,0.8776978417266187
321,female,Mandi Bahuddin,urban,0,0,
322,female,Manshera,rural,474,336,0.7088607594936709
323,female,Manshera,urban,0,0,
324,female,Mardan,rural,615,399,0.6487804878048781
325,female,Mardan,urban,0,0,
326,female,Mastung,rural,336,193,0.5744047619047619
327,female,Mastung,urban,0,0,
328,female,Mianwali,rural,325,229,0.7046153846153846
329,female,Mianwali,urban,0,0,
330,female,MirPurKhas,rural,865,275,0.3179190751445087
331,female,MirPurKhas,urban,0,0,
332,female,Multan,rural,685,396,0.5781021897810219
333,female,Multan,urban,628,559,0.8901273885350318
334,female,MusaKhel,rural,467,64,0.13704496788008566
335,female,MusaKhel,urban,0,0,
336,female,Muzaffar Garh,rural,770,410,0.5324675324675324
337,female,Muzaffar Garh,urban,0,0,
338,female,Narowal,rural,564,554,0.9822695035460993
339,female,Narowal,urban,0,0,
340,female,Nasirabad,rural,434,49,0.11290322580645161
341,female,Nasirabad,urban,0,0,
342,female,Nawabshah,rural,486,167,0.3436213991769547
343,female,Nawabshah,urban,0,0,
344,female,Nowshera,rural,529,378,0.7145557655954632
345,female,Nowshera,urban,0,0,
346,female,Nowshero Feroze,rural,701,451,0.6433666191155493
347,female,Nowshero Feroze,urban,0,0,
348,female,Okara,rural,673,407,0.6047548291233283
349,female,Okara,urban,0,0,
350,female,Pakpatten,rural,359,232,0.6462395543175488
351,female,Pakpatten,urban,0,0,
352,female,Panjgur,rural,350,137,0.3914285714285714
353,female,Panjgur,urban,0,0,
354,female,Pashin,rural,514,238,0.46303501945525294
355,female,Pashin,urban,0,0,
356,female,Peshawar,rural,564,223,0.3953900709219858
357,female,Peshawar,urban,849,592,0.6972909305064782
358,female,QillahAbdullah,rural,586,121,0.20648464163822525
359,female,QillahAbdullah,urban,0,0,
360,female,QillahSaifullah,rural,486,84,0.1728395061728395
361,female,QillahSaifullah,urban,0,0,
362,female,Quetta,rural,483,275,0.5693581780538303
363,female,Quetta,urban,700,415,0.5928571428571429
364,female,Rahim Yar Khan,rural,1109,540,0.48692515779981965
365,female,Rahim Yar Khan,urban,0,0,
366,female,Rajanpur,rural,542,206,0.3800738007380074
367,female,Rajanpur,urban,0,0,
368,female,Rawalpindi,rural,534,489,0.9157303370786517
369,female,Rawalpindi,urban,640,592,0.925
370,female,Sahiwal,rural,581,399,0.6867469879518072
371,female,Sahiwal,urban,0,0,
372,female,Sanghar,rural,857,317,0.36989498249708286
373,female,Sanghar,urban,0,0,
374,female,Sargodha,rural,505,405,0.801980198019802
375,female,Sargodha,urban,427,383,0.8969555035128806
376,female,Shangla,rural,708,263,0.3714689265536723
377,female,Shangla,urban,0,0,
378,female,Sheikhupura,rural,858,655,0.7634032634032634
379,female,Sheikhupura,urban,0,0,
380,female,Shikarpur,rural,587,135,0.22998296422487224
381,female,Shikarpur,urban,0,0,
382,female,Sialkot,rural,353,315,0.8923512747875354
383,female,Sialkot,urban,393,375,0.9541984732824428
384,female,Sibbi,rural,357,130,0.3641456582633053
385,female,Sibbi,urban,0,0,
386,female,Sukkur,rural,338,109,0.3224852071005917
387,female,Sukkur,urban,540,449,0.8314814814814815
388,female,Swabi,rural,473,269,0.5687103594080338
389,female,Swabi,urban,0,0,
390,female,Swat,rural,608,366,0.6019736842105263
391,female,Swat,urban,0,0,
392,female,T.T. Singh,rural,545,482,0.8844036697247707
393,female,T.T. Singh,urban,0,0,
394,female,Tank,rural,423,123,0.2907801418439716
395,female,Tank,urban,0,0,
396,female,Tharparkar,rural,569,204,0.3585237258347979
397,female,Tharparkar,urban,0,0,
398,female,Thatta,rural,721,178,0.24687933425797504
399,female,Thatta,urban,0,0,
400,female,UpperDir,rural,675,314,0.4651851851851852
401,female,UpperDir,urban,0,0,
402,female,Vehari,rural,675,369,0.5466666666666666
403,female,Vehari,urban,0,0,
404,female,Zhob,rural,489,163,0.3333333333333333
405,female,Zhob,urban,0,0,
406,female,Ziarat,rural,424,257,0.6061320754716981
407,female,Ziarat,urban,0,0,
