,hhcode,idc,age,sex,marital_status,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province_x,_merge,subprovince code,province_y,subprovince
20399,4052040302,62,4,female,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20400,4052040303,5,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20401,4052040303,54,9,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20402,4052040303,55,7,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20403,4052040304,53,4,female,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20404,4052040305,52,10,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20405,4052040305,53,9,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20406,4052040305,54,8,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20407,4052040305,55,5,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20408,4052040305,56,4,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20409,4052040306,55,6,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20410,4052040306,56,5,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20411,4052040306,57,4,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20412,4052040307,5,10,male,1,yes,6.0,no,,rural,4,both,4052,Balochistan,Zhob
20413,4052040307,52,6,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20414,4052040308,7,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20415,4052040308,53,9,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20416,4052040308,54,7,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20417,4052040309,52,5,male,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20418,4052040309,53,4,female,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20419,4052040310,4,10,male,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20420,4052040311,4,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20421,4052040311,53,9,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20422,4052040311,54,7,female,1,no,,no,6.0,rural,4,both,4052,Balochistan,Zhob
20423,4052040311,55,6,female,1,no,,no,6.0,rural,4,both,4052,Balochistan,Zhob
20424,4052040311,56,5,female,1,no,,no,6.0,rural,4,both,4052,Balochistan,Zhob
20425,4052040313,4,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20426,4052040313,56,5,male,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20427,4052040314,53,8,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20428,4052040314,54,7,female,1,no,,no,6.0,rural,4,both,4052,Balochistan,Zhob
20429,4052040314,55,6,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20430,4052040314,56,5,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20431,4052040314,57,5,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20432,4052040315,53,4,male,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20433,4052040315,56,5,male,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20434,4052040316,3,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20435,4052040316,53,8,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20436,4052040316,54,7,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20437,4052040401,4,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20438,4052040402,52,9,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20439,4052040402,53,5,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20440,4052040404,53,10,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20441,4052040405,54,7,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20442,4052040405,55,5,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20443,4052040406,52,7,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20444,4052040406,53,5,male,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20445,4052040407,2,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20446,4052040407,53,9,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20447,4052040407,54,6,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20448,4052040407,55,5,male,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20449,4052040407,56,4,female,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20450,4052040408,52,5,female,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20451,4052040409,54,9,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20452,4052040409,55,6,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20453,4052040409,56,4,male,1,no,,no,10.0,rural,4,both,4052,Balochistan,Zhob
20454,4052040410,56,5,male,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20455,4052040411,3,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20456,4052040411,52,8,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20457,4052040411,53,7,male,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20458,4052040412,53,10,female,1,no,,no,6.0,rural,4,both,4052,Balochistan,Zhob
20459,4052040412,54,9,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20460,4052040412,55,7,female,1,no,,no,6.0,rural,4,both,4052,Balochistan,Zhob
20461,4052040414,54,7,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20462,4052040414,56,5,female,1,no,,no,11.0,rural,4,both,4052,Balochistan,Zhob
20463,4052040415,5,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20464,4052040416,4,10,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20465,4052040416,54,9,female,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20466,4052040416,55,6,male,1,yes,,yes,,rural,4,both,4052,Balochistan,Zhob
20467,4061010104,53,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20468,4061010104,54,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20469,4061010104,55,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20470,4061010105,4,10,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20471,4061010105,52,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20472,4061010105,53,5,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20473,4061010106,3,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20474,4061010106,52,5,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20475,4061010108,53,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20476,4061010108,54,8,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20477,4061010108,55,5,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20478,4061010110,6,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20479,4061010110,53,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20480,4061010110,54,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20481,4061010111,52,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20482,4061010112,56,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20483,4061010112,57,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20484,4061010201,53,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20485,4061010201,54,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20486,4061010201,55,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20487,4061010202,3,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20488,4061010202,54,9,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20489,4061010202,55,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20490,4061010202,56,6,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20491,4061010202,57,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20492,4061010203,2,10,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20493,4061010203,53,8,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20494,4061010203,54,8,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20495,4061010203,55,5,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20496,4061010204,53,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20497,4061010205,3,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20498,4061010205,53,8,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20499,4061010206,4,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20500,4061010206,52,9,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20501,4061010206,53,8,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20502,4061010207,52,6,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20503,4061010207,53,4,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20504,4061010210,54,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20505,4061010211,54,10,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20506,4061010211,55,8,male,1,no,,no,2.0,urban,4,both,4061,Balochistan,Nasirabad
20507,4061010212,52,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20508,4061010212,53,5,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20509,4061020102,52,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20510,4061020103,55,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20511,4061020103,56,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20512,4061020103,57,5,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20513,4061020103,58,4,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20514,4061020103,61,5,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20515,4061020105,52,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20516,4061020105,53,4,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20517,4061020107,53,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20518,4061020108,5,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20519,4061020109,55,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20520,4061020109,56,8,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20521,4061020109,57,6,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20522,4061020109,58,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20523,4061020111,4,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20524,4061020111,53,7,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20525,4061020112,54,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20526,4061020112,55,4,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20527,4061020112,59,5,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20528,4061020201,52,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20529,4061020201,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20530,4061020201,54,4,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20531,4061020202,52,4,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20532,4061020203,52,5,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20533,4061020204,52,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20534,4061020204,53,9,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20535,4061020204,54,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20536,4061020204,55,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20537,4061020204,56,6,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20538,4061020205,53,9,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20539,4061020205,54,7,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20540,4061020205,56,9,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20541,4061020205,57,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20542,4061020206,52,6,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20543,4061020206,53,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20544,4061020207,55,8,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20545,4061020207,56,5,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20546,4061020207,58,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20547,4061020207,59,5,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20548,4061020209,52,4,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20549,4061020210,3,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20550,4061020210,53,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20551,4061020211,52,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20552,4061020211,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20553,4061020211,54,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20554,4061020211,59,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20555,4061020212,55,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20556,4061020212,56,6,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20557,4061020212,57,5,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20558,4061030102,2,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20559,4061030102,52,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20560,4061030102,53,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20561,4061030102,54,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20562,4061030102,55,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20563,4061030102,56,5,female,1,no,,no,2.0,urban,4,both,4061,Balochistan,Nasirabad
20564,4061030103,53,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20565,4061030103,54,5,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20566,4061030103,56,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20567,4061030104,55,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20568,4061030104,56,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20569,4061030104,57,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20570,4061030105,52,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20571,4061030106,52,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20572,4061030106,53,6,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20573,4061030106,54,5,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20574,4061030108,54,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20575,4061030108,55,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20576,4061030108,57,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20577,4061030108,58,5,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20578,4061030109,52,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20579,4061030109,53,6,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20580,4061030109,54,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20581,4061030110,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20582,4061030110,54,4,female,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20583,4061030112,53,5,female,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20584,4061030201,53,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20585,4061030201,54,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20586,4061030201,55,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20587,4061030202,3,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20588,4061030202,54,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20589,4061030202,55,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20590,4061030202,56,5,female,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20591,4061030202,57,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20592,4061030203,55,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20593,4061030203,56,5,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20594,4061030205,52,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20595,4061030207,52,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20596,4061030207,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20597,4061030207,54,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20598,4061030208,52,7,female,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20599,4061030208,53,4,female,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20600,4061030210,52,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20601,4061030210,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20602,4061030211,52,10,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20603,4061030212,52,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20604,4061030212,53,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20605,4061030212,54,5,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20606,4061040101,54,9,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20607,4061040101,55,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20608,4061040101,56,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20609,4061040101,57,5,female,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20610,4061040102,53,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20611,4061040102,54,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20612,4061040102,55,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20613,4061040102,56,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20614,4061040102,57,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20615,4061040104,52,8,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20616,4061040105,55,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20617,4061040105,56,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20618,4061040106,53,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20619,4061040107,53,5,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20620,4061040108,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20621,4061040110,52,8,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20622,4061040110,53,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20623,4061040110,54,5,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20624,4061040111,54,6,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20625,4061040112,53,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20626,4061040112,54,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20627,4061040112,55,7,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20628,4061040112,56,5,female,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20629,4061040201,53,9,female,1,yes,2.0,no,,urban,4,both,4061,Balochistan,Nasirabad
20630,4061040201,54,8,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20631,4061040201,55,7,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20632,4061040201,56,5,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20633,4061040203,53,6,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20634,4061040203,54,5,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20635,4061040205,2,10,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20636,4061040205,52,7,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20637,4061040205,53,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20638,4061040207,52,5,male,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20639,4061040207,53,4,female,1,no,,no,1.0,urban,4,both,4061,Balochistan,Nasirabad
20640,4061040208,52,4,female,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20641,4061040209,52,10,female,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20642,4061040209,53,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20643,4061040209,54,7,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20644,4061040209,55,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20645,4061040210,54,8,female,1,no,,no,6.0,urban,4,both,4061,Balochistan,Nasirabad
20646,4061040210,56,6,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20647,4061040210,57,5,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20648,4061040211,52,9,male,1,yes,,yes,,urban,4,both,4061,Balochistan,Nasirabad
20649,4061040211,53,6,female,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20650,4061040211,57,6,male,1,no,,no,11.0,urban,4,both,4061,Balochistan,Nasirabad
20651,4061040211,58,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20652,4061040212,52,5,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20653,4061040212,53,4,male,1,no,,no,10.0,urban,4,both,4061,Balochistan,Nasirabad
20654,4062010101,53,10,female,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20655,4062010102,53,10,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20656,4062010102,54,8,male,1,no,,no,11.0,rural,4,both,4062,Balochistan,Nasirabad
20657,4062010102,55,6,male,1,no,,no,10.0,rural,4,both,4062,Balochistan,Nasirabad
20658,4062010102,56,4,female,1,no,,no,10.0,rural,4,both,4062,Balochistan,Nasirabad
20659,4062010103,3,10,male,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20660,4062010103,54,9,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20661,4062010103,55,7,male,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20662,4062010103,56,5,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20663,4062010105,52,9,male,1,no,,no,11.0,rural,4,both,4062,Balochistan,Nasirabad
20664,4062010105,53,7,male,1,no,,no,11.0,rural,4,both,4062,Balochistan,Nasirabad
20665,4062010105,54,5,female,1,no,,no,10.0,rural,4,both,4062,Balochistan,Nasirabad
20666,4062010106,54,8,female,1,no,,no,13.0,rural,4,both,4062,Balochistan,Nasirabad
20667,4062010106,55,5,male,1,no,,no,10.0,rural,4,both,4062,Balochistan,Nasirabad
20668,4062010107,53,7,female,1,no,,no,7.0,rural,4,both,4062,Balochistan,Nasirabad
20669,4062010109,52,6,male,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20670,4062010109,53,4,female,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20671,4062010110,53,9,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20672,4062010110,54,7,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20673,4062010111,52,10,female,1,no,,no,13.0,rural,4,both,4062,Balochistan,Nasirabad
20674,4062010111,53,8,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20675,4062010111,54,6,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20676,4062010111,55,4,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20677,4062010113,2,10,male,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20678,4062010113,52,8,male,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20679,4062010113,53,6,male,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20680,4062010113,54,4,female,1,no,,no,2.0,rural,4,both,4062,Balochistan,Nasirabad
20681,4062010114,53,5,male,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20682,4062010115,54,9,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20683,4062010116,54,9,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20684,4062010116,55,8,female,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20685,4062010116,58,4,male,1,no,,no,6.0,rural,4,both,4062,Balochistan,Nasirabad
20686,4062010201,54,9,male,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
20687,4062010201,55,5,male,1,no,,no,10.0,rural,4,both,4062,Balochistan,Nasirabad
20688,4062010201,59,7,male,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
20689,4062010201,60,4,female,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
20690,4062010203,54,9,female,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
20691,4062010203,55,8,female,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
20692,4062010203,56,7,male,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
20693,4062010203,57,5,female,1,no,,no,10.0,rural,4,both,4062,Balochistan,Nasirabad
20694,4062010204,3,10,male,1,yes,,yes,,rural,4,both,4062,Balochistan,Nasirabad
